RANK,NAME,TEAM,POS,AGE,GP,MPG,USG,TO,FTA,FT,2PA,2PP,3PA,3PP,eFG,TS,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,win
160,Bogdan Bogdanovic,Lac,G,32.6,26.0,25.3,18.4,12.4,26.0,0.885,106.0,0.547,127.0,0.425,0.597,0.616,11.6,3.3,3.3,0.7,0.2,1.3,14.8,14.9,18.2,7.9,120.2,105.4,0.595
161,Kai Jones,Dal,C-F,24.2,11.0,21.3,14.7,8.3,18.0,0.722,64.0,0.859,2.0,0.5,0.856,0.852,11.5,6.5,1.2,0.7,0.9,0.5,17.9,12.6,19.1,8.4,163.0,104.9,0.481
162,Brandin Podziemski,Gol,G,22.1,60.0,26.5,18.3,10.6,86.0,0.756,296.0,0.517,288.0,0.368,0.534,0.554,11.5,5.1,3.4,1.1,0.2,1.2,16.5,14.9,20.0,8.8,115.9,109.6,0.595
163,Aaron Wiggins,Okc,G,26.3,72.0,22.6,19.8,8.4,75.0,0.813,350.0,0.577,316.0,0.386,0.578,0.594,11.5,3.8,1.7,0.8,0.3,0.8,15.3,13.2,17.0,7.4,119.1,107.8,0.823
164,Tre Jones,Chi,G,25.2,18.0,25.3,16.0,8.8,34.0,0.882,123.0,0.585,22.0,0.5,0.61,0.647,11.5,3.2,4.9,1.1,0.3,0.8,14.7,16.4,19.6,8.9,138.5,116.1,0.456
165,Donte DiVincenzo,Min,G,28.2,58.0,25.9,19.4,13.8,62.0,0.79,146.0,0.479,409.0,0.389,0.556,0.572,11.5,3.7,3.7,1.2,0.3,1.5,15.2,15.2,18.9,8.3,114.0,107.4,0.582
166,Jonas Valanciunas,Was,C,32.9,49.0,20.0,23.8,17.2,106.0,0.896,395.0,0.567,27.0,0.259,0.556,0.602,11.5,8.2,2.2,0.4,0.6,1.8,19.8,13.7,22.0,11.8,114.9,108.5,0.215
167,Jeremy Sochan,San,F,21.9,54.0,25.3,18.9,15.0,125.0,0.696,377.0,0.592,92.0,0.304,0.565,0.589,11.4,6.5,2.4,0.8,0.5,1.5,17.9,13.8,20.3,8.9,116.3,109.8,0.405
168,Toumani Camara,Por,F,24.9,75.0,32.8,14.2,13.8,122.0,0.721,337.0,0.549,341.0,0.375,0.556,0.575,11.2,5.8,2.2,1.5,0.7,1.5,17.0,13.4,19.2,6.4,116.2,109.9,0.443
169,Isaiah Hartenstein,Okc,C-F,26.9,56.0,27.9,16.8,16.7,117.0,0.675,453.0,0.605,19.0,0.0,0.581,0.599,11.2,10.6,3.8,0.8,1.1,1.7,21.8,15.0,25.7,11.0,123.4,96.5,0.823
170,Buddy Hield,Gol,G,32.3,78.0,22.8,20.4,10.9,65.0,0.831,227.0,0.529,517.0,0.371,0.548,0.563,11.2,3.2,1.7,0.9,0.3,1.2,14.4,12.8,16.1,6.9,108.3,109.3,0.595
171,Spencer Dinwiddie,Dal,G,32.0,77.0,26.9,18.1,12.6,236.0,0.797,352.0,0.497,319.0,0.335,0.5,0.554,11.2,2.6,4.4,0.9,0.2,1.3,13.8,15.5,18.2,7.5,116.5,115.0,0.481
172,Walker Kessler,Uta,C,23.7,58.0,30.0,13.8,17.0,152.0,0.52,385.0,0.706,35.0,0.171,0.669,0.658,11.1,12.2,1.7,0.6,2.4,1.5,23.2,12.7,24.9,8.2,128.1,112.8,0.203
173,Duncan Robinson,Mia,F,31.0,71.0,24.3,19.1,11.4,52.0,0.885,177.0,0.554,461.0,0.395,0.582,0.596,11.1,2.3,2.4,0.5,0.1,1.2,13.4,13.5,15.8,6.5,112.6,110.4,0.456
174,Gary Trent Jr.,Mil,G,26.2,71.0,25.6,17.1,6.1,90.0,0.844,216.0,0.468,411.0,0.416,0.57,0.593,11.1,2.3,1.1,1.0,0.1,0.6,13.5,12.3,14.6,4.7,115.1,110.9,0.57
175,Tim Hardaway Jr.,Det,G-F,33.1,74.0,28.2,15.6,6.8,145.0,0.855,218.0,0.486,441.0,0.37,0.532,0.571,11.1,2.4,1.6,0.5,0.1,0.6,13.6,12.8,15.2,5.0,117.4,115.4,0.544
176,Jrue Holiday,Bos,G,34.8,60.0,30.6,15.9,11.8,72.0,0.917,258.0,0.55,300.0,0.353,0.539,0.566,11.1,4.3,3.9,1.1,0.5,1.3,15.5,15.0,19.3,7.5,121.1,110.2,0.747
177,Guerschon Yabusele,Phi,F,29.3,70.0,27.1,16.4,13.4,138.0,0.725,289.0,0.616,274.0,0.38,0.593,0.616,11.0,5.6,2.1,0.8,0.3,1.2,16.6,13.1,18.7,7.5,121.7,112.9,0.291
178,Max Christie,Dal,G,22.2,29.0,30.2,16.4,12.9,57.0,0.877,133.0,0.429,137.0,0.372,0.494,0.537,10.9,4.2,2.5,0.9,0.2,1.4,15.1,13.4,17.6,6.4,106.4,115.3,0.481
179,Kevin Porter Jr.,Mil,G-F,24.9,27.0,19.2,24.5,18.0,69.0,0.884,153.0,0.51,60.0,0.433,0.549,0.606,10.9,3.9,3.4,1.0,0.1,1.7,14.8,14.4,18.3,10.9,114.4,106.0,0.57
180,Terry Rozier,Mia,G,31.1,62.0,26.0,20.6,10.9,108.0,0.852,321.0,0.483,302.0,0.301,0.468,0.503,10.9,3.7,2.6,0.6,0.2,1.2,14.6,13.5,17.2,7.3,103.3,112.9,0.456
181,Jordan Hawkins,Nor,G,22.9,56.0,23.6,21.0,9.4,98.0,0.816,224.0,0.433,332.0,0.331,0.471,0.504,10.8,2.8,1.2,0.5,0.4,1.0,13.6,12.0,14.8,5.6,100.8,121.5,0.266
182,Kelly Olynyk,Nor,F-C,34.0,19.0,25.6,18.4,22.0,57.0,0.754,110.0,0.545,35.0,0.4,0.559,0.603,10.8,6.1,3.6,0.9,0.5,2.2,16.9,14.4,20.5,9.7,114.6,109.0,0.266
183,Dennis Schroder,Det,G,31.6,26.0,25.0,19.8,12.1,93.0,0.839,131.0,0.435,101.0,0.297,0.44,0.517,10.8,2.7,5.3,0.5,0.2,1.2,13.5,16.2,18.8,8.6,117.1,110.6,0.544
184,Nikola Jovic,Mia,F,21.8,46.0,25.1,18.3,13.7,87.0,0.828,168.0,0.56,210.0,0.371,0.558,0.593,10.7,3.9,2.8,0.8,0.3,1.3,14.7,13.6,17.5,7.8,115.2,108.9,0.456
185,Brandon Boston Jr.,Nor,G,23.4,42.0,23.6,20.0,12.0,85.0,0.788,241.0,0.485,140.0,0.35,0.5,0.535,10.7,3.2,2.2,1.3,0.2,1.2,13.9,12.9,16.0,7.2,107.4,115.7,0.266
186,Obi Toppin,Ind,F,27.1,75.0,19.6,19.9,10.0,106.0,0.792,282.0,0.706,286.0,0.371,0.63,0.651,10.7,4.0,1.6,0.6,0.3,0.8,14.7,12.3,16.3,8.3,122.9,110.8,0.608
187,Khris Middleton,Was,F,33.7,14.0,22.1,22.0,13.1,38.0,0.868,79.0,0.494,47.0,0.277,0.464,0.526,10.7,3.7,3.4,1.3,0.2,1.4,14.4,14.1,17.9,9.3,108.8,114.3,0.215
188,Jared Butler,Phi,G,24.6,25.0,23.9,20.9,15.2,39.0,0.846,124.0,0.484,104.0,0.356,0.507,0.538,10.6,2.3,4.9,1.0,0.2,1.6,12.9,15.4,17.8,8.2,111.3,114.5,0.291
189,Lonnie Walker IV,Phi,G-F,26.3,17.0,22.8,21.0,10.7,21.0,0.762,63.0,0.54,95.0,0.337,0.519,0.538,10.6,3.1,2.6,0.5,0.2,1.1,13.6,13.2,16.2,7.7,108.1,118.2,0.291
190,Dennis Schroder,Gol,G,31.6,24.0,26.2,21.1,16.0,39.0,0.744,136.0,0.419,115.0,0.322,0.448,0.474,10.6,2.3,4.4,1.0,0.1,2.0,12.9,15.0,17.3,7.3,98.7,106.3,0.595
191,Jaylen Wells,Mem,F,21.6,78.0,26.1,15.8,9.3,133.0,0.827,283.0,0.523,388.0,0.356,0.529,0.562,10.5,3.4,1.7,0.6,0.1,0.9,13.9,12.2,15.6,6.0,116.9,112.8,0.595
192,Keon Johnson,Bro,G,23.1,76.0,24.3,21.5,12.3,125.0,0.768,365.0,0.46,385.0,0.314,0.466,0.494,10.5,3.7,2.1,1.1,0.4,1.4,14.1,12.6,16.3,7.1,99.4,107.5,0.329
193,Grayson Allen,Pho,G,29.5,60.0,24.1,17.3,12.7,110.0,0.818,123.0,0.496,329.0,0.422,0.596,0.628,10.5,3.0,2.1,0.8,0.3,1.1,13.5,12.6,15.6,6.7,119.1,117.1,0.443
194,Grant Williams,Cha,F,26.4,16.0,29.9,14.8,18.5,37.0,0.838,49.0,0.551,74.0,0.365,0.549,0.596,10.4,5.1,2.3,1.1,0.8,1.8,15.5,12.7,17.8,6.6,111.9,109.5,0.241
195,Andrew Nembhard,Ind,G-F,25.2,62.0,29.1,16.4,17.3,134.0,0.791,349.0,0.556,167.0,0.299,0.521,0.56,10.4,3.4,5.0,1.2,0.2,1.7,13.7,15.4,18.8,7.7,112.9,111.2,0.608
196,Dorian Finney-Smith,Bro,F,31.9,20.0,29.0,14.2,10.2,24.0,0.625,51.0,0.51,108.0,0.435,0.607,0.613,10.4,4.6,1.6,0.9,0.6,0.9,15.0,12.0,16.5,5.9,120.3,110.4,0.329
197,Brice Sensabaugh,Uta,F,21.4,68.0,19.5,21.4,14.9,62.0,0.887,216.0,0.528,337.0,0.415,0.586,0.606,10.3,2.9,1.4,0.6,0.1,1.4,13.2,11.8,14.6,7.1,109.7,116.2,0.203
198,Davion Mitchell,Mia,G,26.6,27.0,32.2,14.1,17.8,40.0,0.7,126.0,0.524,86.0,0.453,0.587,0.603,10.3,2.7,5.2,1.3,0.3,1.7,13.0,15.5,18.2,6.5,119.2,110.3,0.456
199,Herbert Jones,Nor,F,26.5,20.0,32.4,14.7,16.9,40.0,0.825,100.0,0.53,72.0,0.306,0.5,0.541,10.3,3.9,3.3,1.9,0.5,1.8,14.2,13.5,17.4,6.3,107.6,112.9,0.266
200,Nic Claxton,Bro,C,26.0,67.0,27.2,16.8,13.5,150.0,0.513,530.0,0.572,19.0,0.158,0.56,0.563,10.3,7.6,2.3,0.9,1.5,1.3,17.9,12.6,20.2,8.3,113.8,108.9,0.329
